Name,Chosen Number,Time delay (seconds),Timestamp
Aekam,7,4.814407110214233,2025-07-30 11:00:52
Aekam,5,1.6233768463134766,2025-07-30 11:00:53
Aekam,6,0.9335408210754395,2025-07-30 11:00:54
Aekam,4,1.2032885551452637,2025-07-30 11:00:56
Aekam,3,1.0250694751739502,2025-07-30 11:00:57
Aekam,2,0.9756126403808594,2025-07-30 11:00:58
Aekam,1,0.9974837303161621,2025-07-30 11:00:59
Aekam,8,2.614474296569824,2025-07-30 11:01:01
Aekam,7,0.9156687259674072,2025-07-30 11:01:02
Aekam,5,1.1197302341461182,2025-07-30 11:01:03
Aekam,4,0.9263720512390137,2025-07-30 11:01:04
Aekam,3,1.632878303527832,2025-07-30 11:01:06
Aekam,6,1.0242290496826172,2025-07-30 11:01:07
Aekam,8,2.864405393600464,2025-07-30 11:01:10
Aekam,1,10.573897123336792,2025-07-30 11:01:20
Aekam,2,1.3009638786315918,2025-07-30 11:01:22
Aekam,3,1.0043590068817139,2025-07-30 11:01:23
Aekam,4,0.8809902667999268,2025-07-30 11:01:23
Aekam,5,0.9067630767822266,2025-07-30 11:01:24
Aekam,6,0.9439675807952881,2025-07-30 11:01:25
Aekam,7,0.8366129398345947,2025-07-30 11:01:26
Aekam,8,0.930300235748291,2025-07-30 11:01:27
Aekam,9,0.9098265171051025,2025-07-30 11:01:28
Aekam,8,0.7674055099487305,2025-07-30 11:01:29
Aekam,7,0.8635258674621582,2025-07-30 11:01:30
Aekam,6,0.768956184387207,2025-07-30 11:01:30
Aekam,5,0.751422643661499,2025-07-30 11:01:31
Aekam,4,0.7197456359863281,2025-07-30 11:01:32
Aekam,3,0.6721134185791016,2025-07-30 11:01:33
Aekam,2,1.5539586544036865,2025-07-30 11:01:34
Aekam,1,0.8469054698944092,2025-07-30 11:01:35
Aekam,2,0.8469054698944092,2025-07-30 11:01:36
Aekam,3,0.7974166870117188,2025-07-30 11:01:37
Aekam,4,0.7073051929473877,2025-07-30 11:01:37
Aekam,5,0.6878151893615723,2025-07-30 11:01:38
Aekam,6,0.801887035369873,2025-07-30 11:01:39
Aekam,7,0.6792423725128174,2025-07-30 11:01:39
Aekam,8,1.9103662967681885,2025-07-30 11:01:41
Aekam,9,0.8317110538482666,2025-07-30 11:01:42
Aekam,8,0.8504922389984131,2025-07-30 11:01:43
Aekam,7,1.7402803897857666,2025-07-30 11:01:45
Aekam,6,1.3126544952392578,2025-07-30 11:01:46
Aekam,5,0.736624002456665,2025-07-30 11:01:47
Aekam,4,0.8009688854217529,2025-07-30 11:01:48
Aekam,3,2.1745152473449707,2025-07-30 11:01:50
Aekam,2,1.2161815166473389,2025-07-30 11:01:51
Aekam,1,1.0036749839782715,2025-07-30 11:01:52
Aekam,2,0.9650638103485107,2025-07-30 11:01:53
Aekam,3,0.8415300846099854,2025-07-30 11:01:54
Aekam,4,0.7254829406738281,2025-07-30 11:01:55
Aekam,5,0.8162980079650879,2025-07-30 11:01:55
Aekam,6,0.7037124633789062,2025-07-30 11:01:56
Aekam,7,0.7045230865478516,2025-07-30 11:01:57
Aekam,8,0.8936905860900879,2025-07-30 11:01:58
Aekam,9,0.8499279022216797,2025-07-30 11:01:59
Aekam,5,2.6868104934692383,2025-07-30 11:02:01
Aekam,6,10.149568557739258,2025-07-30 11:02:11
